  datasets/split/independent_vowels/PXL_20221005_064056229 independent_vowels PXL_20221005_064056229.mp4
  datasets/raw/PXL_20221005_064056229.mp4 independent_vowels PXL_20221005_064056229.mp4
00:00:01 00:00:03 ឥ independent_vowels PXL_20221005_064056229.mp4
00:00:06 00:00:08 ឦ independent_vowels PXL_20221005_064056229.mp4
00:00:11 00:00:14 ឧ independent_vowels PXL_20221005_064056229.mp4
00:00:30 00:00:32 ឪ independent_vowels PXL_20221005_064056229.mp4
00:00:54 00:00:56 ឫ independent_vowels PXL_20221005_064056229.mp4
00:01:00 00:01:02 ឬ independent_vowels PXL_20221005_064056229.mp4
00:01:09 00:01:10 ឭ independent_vowels PXL_20221005_064056229.mp4
00:01:13 00:01:15 ឮ independent_vowels PXL_20221005_064056229.mp4
00:01:21 00:01:24 ឯ independent_vowels PXL_20221005_064056229.mp4
00:01:36 00:01:37 ឰ independent_vowels PXL_20221005_064056229.mp4
00:01:50 00:01:51 ឱ independent_vowels PXL_20221005_064056229.mp4
00:01:55 00:01:57 ឳ independent_vowels PXL_20221005_064056229.mp4
  datasets/split/independent_vowels/PXL_20221005_064851272 independent_vowels PXL_20221005_064851272.mp4
  datasets/raw/PXL_20221005_064851272.mp4 independent_vowels PXL_20221005_064851272.mp4
00:00:05 00:00:06 ឥ independent_vowels PXL_20221005_064851272.mp4
00:00:10 00:00:11 ឦ independent_vowels PXL_20221005_064851272.mp4
00:00:21 00:00:22 ឧ independent_vowels PXL_20221005_064851272.mp4
00:00:48 00:00:49 ឪ independent_vowels PXL_20221005_064851272.mp4
00:00:55 00:00:57 ឫ independent_vowels PXL_20221005_064851272.mp4
00:01:09 00:01:10 ឬ independent_vowels PXL_20221005_064851272.mp4
00:01:20 00:01:22 ឭ independent_vowels PXL_20221005_064851272.mp4
00:01:33 00:01:34 ឮ independent_vowels PXL_20221005_064851272.mp4
00:01:38 00:01:40 ឯ independent_vowels PXL_20221005_064851272.mp4
00:01:51 00:01:52 ឰ independent_vowels PXL_20221005_064851272.mp4
00:01:57 00:01:58 ឱ independent_vowels PXL_20221005_064851272.mp4
00:02:04 00:02:05 ឳ independent_vowels PXL_20221005_064851272.mp4
  datasets/split/independent_vowels/PXL_20221005_065137785 independent_vowels PXL_20221005_065137785.mp4
  datasets/raw/PXL_20221005_065137785.mp4 independent_vowels PXL_20221005_065137785.mp4
00:00:10 00:00:11 ឥ independent_vowels PXL_20221005_065137785.mp4
00:00:15 00:00:16 ឦ independent_vowels PXL_20221005_065137785.mp4
00:00:21 00:00:22 ឧ independent_vowels PXL_20221005_065137785.mp4
00:00:32 00:00:34 ឪ independent_vowels PXL_20221005_065137785.mp4
00:00:39 00:00:40 ឫ independent_vowels PXL_20221005_065137785.mp4
00:00:50 00:00:52 ឬ independent_vowels PXL_20221005_065137785.mp4
00:01:03 00:01:04 ឭ independent_vowels PXL_20221005_065137785.mp4
00:01:08 00:01:09 ឮ independent_vowels PXL_20221005_065137785.mp4
00:01:13 00:01:15 ឯ independent_vowels PXL_20221005_065137785.mp4
00:01:29 00:01:31 ឰ independent_vowels PXL_20221005_065137785.mp4
00:01:37 00:01:38 ឱ independent_vowels PXL_20221005_065137785.mp4
00:02:42 00:02:43 ឳ independent_vowels PXL_20221005_065137785.mp4
  datasets/split/independent_vowels/PXL_20221005_063616958 independent_vowels PXL_20221005_063616958.mp4
  datasets/raw/PXL_20221005_063616958.mp4 independent_vowels PXL_20221005_063616958.mp4
00:00:03 00:00:05 ឥ independent_vowels PXL_20221005_063616958.mp4
00:00:07 00:00:09 ឦ independent_vowels PXL_20221005_063616958.mp4
00:00:14 00:00:17 ឧ independent_vowels PXL_20221005_063616958.mp4
00:00:33 00:00:35 ឪ independent_vowels PXL_20221005_063616958.mp4
00:00:52 00:00:55 ឫ independent_vowels PXL_20221005_063616958.mp4
00:01:12 00:01:14 ឬ independent_vowels PXL_20221005_063616958.mp4
00:01:20 00:01:21 ឭ independent_vowels PXL_20221005_063616958.mp4
00:01:24 00:01:26 ឮ independent_vowels PXL_20221005_063616958.mp4
00:01:32 00:01:35 ឯ independent_vowels PXL_20221005_063616958.mp4
00:01:40 00:01:43 ឰ independent_vowels PXL_20221005_063616958.mp4
00:01:57 00:01:58 ឱ independent_vowels PXL_20221005_063616958.mp4
00:02:00 00:02:02 ឳ independent_vowels PXL_20221005_063616958.mp4
  datasets/split/independent_vowels/PXL_20221005_063103621 independent_vowels PXL_20221005_063103621.mp4
  datasets/raw/PXL_20221005_063103621.mp4 independent_vowels PXL_20221005_063103621.mp4
00:00:06 00:00:07 ឥ independent_vowels PXL_20221005_063103621.mp4
00:00:12 00:00:13 ឦ independent_vowels PXL_20221005_063103621.mp4
00:00:18 00:00:21 ឧ independent_vowels PXL_20221005_063103621.mp4
00:00:32 00:00:34 ឪ independent_vowels PXL_20221005_063103621.mp4
00:00:38 00:00:41 ឫ independent_vowels PXL_20221005_063103621.mp4
00:00:44 00:00:47 ឬ independent_vowels PXL_20221005_063103621.mp4
00:00:55 00:00:56 ឭ independent_vowels PXL_20221005_063103621.mp4
00:01:02 00:01:05 ឮ independent_vowels PXL_20221005_063103621.mp4
00:01:12 00:01:17 ឯ independent_vowels PXL_20221005_063103621.mp4
00:01:26 00:01:27 ឰ independent_vowels PXL_20221005_063103621.mp4
00:01:35 00:01:37 ឱ independent_vowels PXL_20221005_063103621.mp4
00:01:44 00:01:47 ឳ independent_vowels PXL_20221005_063103621.mp4
  datasets/split/independent_vowels/PXL_20221005_064550141 independent_vowels PXL_20221005_064550141.mp4
  datasets/raw/PXL_20221005_064550141.mp4 independent_vowels PXL_20221005_064550141.mp4
00:00:02 00:00:03 ឥ independent_vowels PXL_20221005_064550141.mp4
00:00:07 00:00:09 ឦ independent_vowels PXL_20221005_064550141.mp4
00:00:14 00:00:15 ឧ independent_vowels PXL_20221005_064550141.mp4
00:00:36 00:00:38 ឪ independent_vowels PXL_20221005_064550141.mp4
00:00:49 00:00:50 ឫ independent_vowels PXL_20221005_064550141.mp4
00:00:56 00:00:58 ឬ independent_vowels PXL_20221005_064550141.mp4
00:01:08 00:01:09 ឭ independent_vowels PXL_20221005_064550141.mp4
00:01:15 00:01:17 ឮ independent_vowels PXL_20221005_064550141.mp4
00:01:43 00:01:46 ឯ independent_vowels PXL_20221005_064550141.mp4
00:01:54 00:01:57 ឰ independent_vowels PXL_20221005_064550141.mp4
00:02:05 00:02:08 ឱ independent_vowels PXL_20221005_064550141.mp4
00:02:16 00:02:18 ឳ independent_vowels PXL_20221005_064550141.mp4
  datasets/split/sub_vowels/PXL_20221005_060551692 sub_vowels PXL_20221005_060551692.mp4
  datasets/raw/PXL_20221005_060551692.mp4 sub_vowels PXL_20221005_060551692.mp4
00:00:03 00:00:04 ៊ sub_vowels PXL_20221005_060551692.mp4
00:00:08 00:00:10 ៉ sub_vowels PXL_20221005_060551692.mp4
00:00:12 00:00:13 ៌ sub_vowels PXL_20221005_060551692.mp4
00:00:16 00:00:18 ់ sub_vowels PXL_20221005_060551692.mp4
00:00:21 00:00:24 ័ sub_vowels PXL_20221005_060551692.mp4
00:00:27 00:00:29 ៗ sub_vowels PXL_20221005_060551692.mp4
00:00:33 00:00:35 ៚ sub_vowels PXL_20221005_060551692.mp4
00:00:43 00:00:45 ៖ sub_vowels PXL_20221005_060551692.mp4
00:01:07 00:01:08 ៘ sub_vowels PXL_20221005_060551692.mp4
00:01:15 00:01:17 ៏ sub_vowels PXL_20221005_060551692.mp4
00:01:26 00:01:27 ! sub_vowels PXL_20221005_060551692.mp4
00:01:31 00:01:35 ? sub_vowels PXL_20221005_060551692.mp4
00:01:38 00:01:41 ។ sub_vowels PXL_20221005_060551692.mp4
00:02:46  00:02:45 sub_vowels PXL_20221005_060551692.mp4
  datasets/split/sub_vowels/PXL_20221005_061243962 sub_vowels PXL_20221005_061243962.mp4
  datasets/raw/PXL_20221005_061243962.mp4 sub_vowels PXL_20221005_061243962.mp4
00:00:02 00:00:04 ៊ sub_vowels PXL_20221005_061243962.mp4
00:00:09 00:00:10 ៉ sub_vowels PXL_20221005_061243962.mp4
00:00:17 00:00:19 ៌ sub_vowels PXL_20221005_061243962.mp4
00:00:22 00:00:23 ់ sub_vowels PXL_20221005_061243962.mp4
00:00:29 00:00:30 ័ sub_vowels PXL_20221005_061243962.mp4
00:00:40 00:00:41 ៗ sub_vowels PXL_20221005_061243962.mp4
00:00:44 00:00:45 ៚ sub_vowels PXL_20221005_061243962.mp4
00:00:50 00:00:53 ៖ sub_vowels PXL_20221005_061243962.mp4
00:00:56 00:00:58 ៘ sub_vowels PXL_20221005_061243962.mp4
00:01:12 00:01:14 ៏ sub_vowels PXL_20221005_061243962.mp4
00:01:17 00:01:20 ! sub_vowels PXL_20221005_061243962.mp4
00:01:31 00:01:34 ? sub_vowels PXL_20221005_061243962.mp4
00:01:37 00:01:39 ។ sub_vowels PXL_20221005_061243962.mp4
00:01:49  00:01:48 sub_vowels PXL_20221005_061243962.mp4
  datasets/split/sub_vowels/PXL_20221005_060957166 sub_vowels PXL_20221005_060957166.mp4
  datasets/raw/PXL_20221005_060957166.mp4 sub_vowels PXL_20221005_060957166.mp4
00:00:06 00:00:08 ៊ sub_vowels PXL_20221005_060957166.mp4
00:00:11 00:00:14 ៉ sub_vowels PXL_20221005_060957166.mp4
00:00:17 00:00:19 ៌ sub_vowels PXL_20221005_060957166.mp4
00:00:22 00:00:24 ់ sub_vowels PXL_20221005_060957166.mp4
00:00:29 00:00:30 ័ sub_vowels PXL_20221005_060957166.mp4
00:00:36 00:00:38 ៗ sub_vowels PXL_20221005_060957166.mp4
00:00:41 00:00:43 ៚ sub_vowels PXL_20221005_060957166.mp4
00:00:47 00:00:50 ៖ sub_vowels PXL_20221005_060957166.mp4
00:00:54 00:00:56 ៘ sub_vowels PXL_20221005_060957166.mp4
00:01:06 00:01:09 ៏ sub_vowels PXL_20221005_060957166.mp4
00:01:14 00:01:17 ! sub_vowels PXL_20221005_060957166.mp4
00:01:32 00:01:34 ? sub_vowels PXL_20221005_060957166.mp4
00:01:39 00:01:41 ។ sub_vowels PXL_20221005_060957166.mp4
00:01:56  00:01:54 sub_vowels PXL_20221005_060957166.mp4
  datasets/split/sub_vowels/PXL_20221005_055010032 sub_vowels PXL_20221005_055010032.mp4
  datasets/raw/PXL_20221005_055010032.mp4 sub_vowels PXL_20221005_055010032.mp4
00:00:11 00:00:13 ៊ sub_vowels PXL_20221005_055010032.mp4
00:00:16 00:00:17 ៉ sub_vowels PXL_20221005_055010032.mp4
00:00:20 00:00:21 ៌ sub_vowels PXL_20221005_055010032.mp4
00:00:25 00:00:26 ់ sub_vowels PXL_20221005_055010032.mp4
00:00:29 00:00:31 ័ sub_vowels PXL_20221005_055010032.mp4
00:00:50 00:00:55 ៗ sub_vowels PXL_20221005_055010032.mp4
00:01:08 00:01:10 ៚ sub_vowels PXL_20221005_055010032.mp4
00:01:19 00:01:23 ៖ sub_vowels PXL_20221005_055010032.mp4
00:01:27 00:01:29 ៘ sub_vowels PXL_20221005_055010032.mp4
00:01:44 00:01:46 ៏ sub_vowels PXL_20221005_055010032.mp4
00:01:50 00:01:52 ! sub_vowels PXL_20221005_055010032.mp4
00:01:55 00:01:57 ? sub_vowels PXL_20221005_055010032.mp4
00:02:03 00:02:07 ។ sub_vowels PXL_20221005_055010032.mp4
00:02:11  00:02:10 sub_vowels PXL_20221005_055010032.mp4
  datasets/split/sub_vowels/PXL_20221005_061812917 sub_vowels PXL_20221005_061812917.mp4
  datasets/raw/PXL_20221005_061812917.mp4 sub_vowels PXL_20221005_061812917.mp4
00:00:02 00:00:03 ៊ sub_vowels PXL_20221005_061812917.mp4
00:00:07 00:00:08 ៉ sub_vowels PXL_20221005_061812917.mp4
00:00:11 00:00:12 ៌ sub_vowels PXL_20221005_061812917.mp4
00:00:14 00:00:15 ់ sub_vowels PXL_20221005_061812917.mp4
